Kingdom	Phylum	Class	Order	Family	Genus	Species	id
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	""	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	""	""	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	""	""	""	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	""	""	unknown
Bacteria	Firmicutes	Bacilli	""	""	""	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	""	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Aquamonas	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Daeguia	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	""	""	""	unknown
Bacteria	Proteobacteria	""	""	""	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Daeguia	""	unknown
Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	E1B-B3-114	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Aquamonas	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	""	""	unknown
Bacteria	""	""	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	""	""	unknown
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	""	""	""	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Kinneretia	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Aquamonas	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Kinneretia	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	""	unknown
Bacteria	""	""	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Daeguia	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	""	""	""	""	""	""	unknown
Bacteria	""	""	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""	unknown
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp.	MYb388
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	HAW-RM37-2	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Candidatus Hemobacterium	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	HAW-RM37-2	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	""	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	""	""	unknown
Bacteria	Proteobacteria	""	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""	unknown
Bacteria	""	""	""	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Candidatus Hemobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Yokenella	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	""	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Daeguia	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	""	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Daeguia	""	unknown
Bacteria	Bacteroidota	Bacteroidia	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	HAW-RM37-2	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Daeguia	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	""	unknown
Bacteria	""	""	""	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	""	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	""	""	unknown
Bacteria	Firmicutes	Bacilli	""	""	""	""	unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	""	""	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Daeguia	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	""	""	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	""	unknown
Bacteria	Bacteroidota	Bacteroidia	""	""	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	""	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	""	""	""	unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	""	""	unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Candidatus Hemobacterium	""	unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	""	unknown
